id,league,year,type,h2_index,para_index,title,paragraph
3150,National League,2003,h2,4,2,Around the League,"Major League Baseball's marketing division attempted to restore the fan's faith in the All-Star Game and make amends for the 2002 debacle that had ended in a 7-7 tie after both leagues ran out of available pitchers. To add more meaning to the fledgling exhibition, the 2003 Midsummer Classic slogan read ""This Time It Counts"" and for the first time in professional baseball history, home-field advantage in the World Series would be granted to the winner. The enticing proposal initially appeared to be more than just a marketing ploy as the last team to overcome the ""home-field curse"" was the Pittsburgh Pirates, who had beaten the odds (and the Baltimore Orioles) while away in 1979. However, despite winning 7-6, the American League later proved that home-field advantage was overrated after the Florida Marlins toppled the New York Yankees in Game 6 of the World Series at Yankee Stadium."
3151,National League,2003,h2,4,3,Around the League,"After years of less-than-stellar ratings, record audiences finally tuned in to the Major League Baseball postseason, making it the most-watched playoffs ever on cable. Fans also flocked to the ballparks setting a new attendance mark with over 1,858,979 tickets sold. Many attributed this renewed interest to the playoff's storybook backdrop that featured two of baseball's most beloved underdogs, the Boston Red Sox and Chicago Cubs. Both teams had surprised the experts by making the post season and each continued to shock their opponents by battling back in their respective leagues time and time again. After surviving the Divisional round, generations of long-suffering fans from both ball clubs reveled in the possibility that the curse of both ""The Bambino"" and ""The Goat"" was finally coming to an end. The baseball god's apparently had other plans and both teams fell just five heartbreaking outs short of making it to the Series."
3152,National League,2004,h1,,,2004 NATIONAL LEAGUE,
3153,National League,2004,h2,1,1,Off the field,"The Olympics returned to their birthplace (Athens, Greece) amidst a stream of controversies involving the use of illegal performance enhancing drugs. Despite the resulting suspensions and stripped titles, many experts believed the 2004 Games would be remembered for the improvement in drug testing which allowed honest athletes to prevail. One Greek newspaper summed up the media's bemusement at the number of cheaters discovered with a cartoon depicting a young boy, with a gold medal round his neck, being surrounded by microphones saying: ""I am only a volunteer, but everyone else has tested positive."""
3154,National League,2004,h2,1,2,Off the field,"During the summer of 2004, North America, Central America and the Caribbean experienced one of the deadliest hurricane seasons ever recorded. During the months of August and September alone, four major storms (Jeanne, Ivan, Frances, Charley) pounded the southeastern part of the globe killing well over 2,000 people and leaving hundreds of thousands more homeless. As a result, a record setting number of tornadoes (173 in August, 247 in September) were also spawned as the left over tropical depressions moved inland and up the eastern coast. The total cost in damage from winds and flooding was estimated to run well into the multi-billions and was spread from the island of Haiti to upstate New York."
3155,National League,2004,h2,1,3,Off the field,"2004 also marked one of the most widely anticipated presidential elections in recent history. Republican President George W. Bush, son of former President Bush, made a run for a second term after being elected in the hotly contested 2000 campaign. At that time he was mid-way through his second term as governor of Texas, a position he assumed in 1994. Prior to running for governor he spent several years in the oil business and as the managing general partner of the Texas Rangers baseball team. His opponent, Democratic candidate Senator John Kerry was a decorated Vietnam War veteran who returned from the conflict to become one of the most outspoken opponents of the war. After entering politics in 1982, when he was elected lieutenant governor of Massachusetts, he ran for U.S. Senate on a campaign that refused contributions from political action committees. He was reelected in 1986, 1990, 1996 and 2002."
3156,National League,2004,h2,2,1,In the American League,"Baltimore Oriole Miguel Tejada won the 2004 Home Run Derby after edging the Houston Astros' Lance Berkman with five homers in the final round. The All-Star shortstop set two MLB records in the process by hitting a total of twenty-seven round-trippers for the night and fifteen in the second round. Amazingly, Tejada's final five blasts came after five outs, half of the requisite total."
3157,National League,2004,h2,2,2,In the American League,"Seattle Mariners sensation Ichiro Suzuki broke George Sisler's 1920 single season hitting record during an 8-3 victory over the Texas Rangers. With fans still cheering, Suzuki ran to the first-base seats and shook hands with Sisler's 81-year-old daughter and other members of the Hall of Famer's family. After Suzuki's record breaking 258th hit, he scored his 100th run of the season when the Mariners batted around in the third, taking a 6-2 lead on six hits."
3158,National League,2004,h2,2,3,In the American League,"The Cleveland Indians scalped the New York Yankees with a record-setting 22-0 massacre on August 31st. With the defeat, the Bombers lost their fifth consecutive game in the Bronx for the first time since May of 2003. The twenty-two runs allowed were the most ever given up by the Yankees in their home ballpark and the most runs allowed since 1928, when the Indians won a 24-6 decision (one of two eighteen-run defeats in New York history). The loss also tied the largest margin of defeat in a shutout since 1900, equaling the mark set in 1975 by the Pittsburgh Pirates in a 22-0 win over the Chicago Cubs at Wrigley Field."
3159,National League,2004,h2,3,1,In the National League,"San Francisco Giant Barry Bonds continued his relentless assault on the major league record books in 2004. His season highlights included: (September 17th) Hit his 700th career homer, off San Diego's Jake Peavy. (September 11th) Broke his own record for walks in a season and became the first player to earn two-hundred free passes in one campaign. (August 29th) Recorded his sixty-eighth career multi-homer game, passing Mark McGwire for second all-time. (August 13th) Singled in his 1,813th run, passing Frank Robinson for fourteenth on the all-time RBI list. (July 10th) Broke his own record for intentional walks in a season with the first of three in the game. (July 8th) Passed Eddie Murray (5,397) for eighth place on the all-time total bases list. (July 4th) Received two walks from the Athletics to tie and break Rickey Henderson's all-time walks record. (June 13th) Hit his 500th homer as a Giant. (June 12th) Homered off the 400th different pitcher of his career, Baltimore's Rodrigo Lopez. (May 28th) Hit his tenth career walk-off homer, a two-run shot off Colorado's Tim Harikkala. (April 29th) Hit his 668th career homer, giving him and his late father Bobby a combined one-thousand home runs. (April 17th) Scored his 2,063rd run, putting him alone in seventh place all-time, with a solo homer off Los Angeles' Darren Dreifort. (April 13th) Hit his 661st career homer, off Milwaukee's Ben Ford, to assume sole possession of third place on the all-time list. (April 12th) Hit his 660th career homer, off Milwaukee's Matt Kinney, to tie godfather Willie Mays for third on the all-time list."
